gene_id	r	p
NUP62CL|54830	3.58283	0.0131
NUP62|23636	23.524	0.00891955
NUP85|79902	24.3614	0.0104809
NUP88|4927	22.522	0.0100417
NUP93|9688	22.3873	0.00914714
NUP98|4928	20.6715	0.00516917
NUPL1|9818	9.64947	0.00420795
NUPL2|11097	9.77536	0.0119329
NUPR1|26471	0.442566	0.0022218
NUS1|116150	17.2045	0.00655756
NUSAP1|51203	9.19805	0.00241111
NUTF2|10204	18.8713	0.0100748
NVL|4931	4.11203	0.00185051
NWD1|284434	0.0833333	NaN
NXF1|10482	24.6306	0.0131793
NXF2B|728343	0	NaN
NXF2|56001	0.0833333	NaN
NXF3|56000	0.0833333	NaN
NXF4|55999	0.0833333	NaN
NXF5|55998	0	NaN
NXNL1|115861	0	NaN
NXNL2|158046	4.22715	0.140621
NXN|64359	12.5076	0.0111724
NXPH1|30010	0.0784999	0.32019
NXPH2|11249	0	NaN
NXPH3|11248	2.47208	0.1096
NXPH4|11247	1.78904	0.000660618
NXT1|29107	18.0576	0.0474712
NXT2|55916	4.83126	0.0129496
NYNRIN|57523	3.12841	0.0113091
NYX|60506	0.53436	0.561877
OAF|220323	9.80366	0.00927671
OAS1|4938	0.361522	0.00555946
OAS2|4939	0.345143	0.579933
OAS3|4940	0.585067	0.000896309
OASL|8638	0.802433	0.00986973
OAT|4942	16.8016	0.01125
OAZ1|4946	13.0895	0.000767159
OAZ2|4947	14.7191	0.00905484
OAZ3|51686	2.1609	0.204291
OBFC1|79991	4.61821	0.0104951
OBFC2A|64859	4.82901	0.00760879
OBFC2B|79035	10.3882	0.00719173
OBP2A|29991	0	NaN
OBP2B|29989	0	NaN
OBSCN|84033	4.74953	0.000927732
OBSL1|23363	5.66053	0.0029917
OC90|729330	0	NaN
OCA2|4948	0.613945	0.0278678
OCEL1|79629	4.50935	0.0247527
OCIAD1|54940	7.02333	0.00350929
OCIAD2|132299	4.04639	0.00651719
OCLM|10896	4.52747	0.201722
OCLN|4950	12.4947	0.329577
OCM2|4951	0	NaN
OCM|654231	0	NaN
OCRL|4952	8.72091	0.00276214
ODAM|54959	0.689963	0.13967
ODC1|4953	1.91462	0.000427929
ODF1|4956	0.166667	NaN
ODF2L|57489	3.71026	0.00496383
ODF2|4957	14.1865	0.00895504
ODF3B|440836	3.23097	0.107469
ODF3L1|161753	3.57321	0.210314
ODF3L2|284451	0.939047	0.428975
ODF3|113746	1.11839	0.527943
ODF4|146852	0	NaN
ODZ1|10178	0.566031	0.00134242
ODZ2|57451	1.81135	0.0134445
ODZ3|55714	0.187698	0.000399482
ODZ4|26011	0.0833333	NaN
OFD1|8481	15.8973	0.012467
OGDHL|55753	6.01596	0.0246961
OGDH|4967	13.1262	0.00188364
OGFOD1|55239	8.16202	0.00482176
OGFOD2|79676	22.0783	0.0415466
OGFRL1|79627	6.12081	0.0151055
OGFR|11054	34.5528	0.0111892
OGG1|4968	46.7083	0.0793965
OGN|4969	1.93865	0.537719
OGT|8473	6.24093	0.0004488
OIP5|11339	13.5386	0.0217707
OIT3|170392	0.643077	0.412297
OLA1|29789	10.7214	0.00581692
OLAH|55301	1.87265e+06	1
OLFM1|10439	5.25758	0.00032977
OLFM2|93145	6.49103	0.0227563
OLFM3|118427	0	NaN
OLFM4|10562	0	NaN
OLFML1|283298	1.34553	0.801452
OLFML2A|169611	3.18317	0.0028161
OLFML2B|25903	3.69258	0.544957
OLFML3|56944	1.26481	0.387407
OLIG1|116448	0	NaN
OLIG2|10215	0.0784999	0.32019
OLIG3|167826	0	NaN
OLR1|4973	7.74821	0.00237736
OMA1|115209	4.41105	0.0200356
OMD|4958	0.928529	0.55318
OMG|4974	9.57866	0.741842
OMP|4975	0.345143	0.579933
ONECUT1|3175	25.7205	0.906061
ONECUT2|9480	2.75584	0.00481786
ONECUT3|390874	1.05474	0.0199429
OOEP|441161	0	NaN
OPA1|4976	16.2345	0.00392512
OPA3|80207	12.5584	0.0179221
OPALIN|93377	0.166667	NaN
OPCML|4978	0	NaN
OPHN1|4983	7.65659	0.0165016
OPLAH|26873	9.53307	0.0121551
OPN1LW|5956	0	NaN
OPN1MW|2652	0	NaN
OPN1SW|611	0.0833333	NaN
OPN3|23596	4.2911	0.00251807
OPN4|94233	0.0833333	NaN
OPN5|221391	0	NaN
OPRD1|4985	0	NaN
OPRK1|4986	0	NaN
OPRL1|4987	1.55482	0.0249216
OPRM1|4988	0	NaN
OPTC|26254	0	NaN
OPTN|10133	8.74017	0.00887261
OR10A2|341276	0	NaN
OR10A3|26496	0	NaN
OR10A4|283297	0	NaN
OR10A5|144124	0	NaN
OR10A6|390093	0	NaN
OR10A7|121364	0	NaN
OR10AD1|121275	0	NaN
OR10AG1|282770	0	NaN
OR10C1|442194	0	NaN
OR10G2|26534	0	NaN
OR10G3|26533	0	NaN
OR10G4|390264	0	NaN
OR10G7|390265	0	NaN
OR10G8|219869	0	NaN
OR10G9|219870	0	NaN
OR10H1|26539	0	NaN
OR10H2|26538	0	NaN
OR10H3|26532	0	NaN
OR10H4|126541	0	NaN
OR10H5|284433	0	NaN
OR10J1|26476	0.0902498	0.119233
OR10J3|441911	0	NaN
OR10J5|127385	0.0833333	NaN
OR10K1|391109	0	NaN
OR10K2|391107	0	NaN
OR10P1|121130	0	NaN
OR10Q1|219960	0	NaN
OR10R2|343406	0	NaN
OR10S1|219873	0	NaN
OR10T2|128360	0	NaN
OR10V1|390201	0	NaN
OR10W1|81341	0	NaN
OR10X1|128367	0	NaN
OR10Z1|128368	0	NaN
OR11A1|26531	0	NaN
OR11G2|390439	0	NaN
OR11H12|440153	0	NaN
OR11H1|81061	0	NaN
OR11H4|390442	0	NaN
OR11H6|122748	0	NaN
OR11L1|391189	0	NaN
OR12D2|26529	0	NaN
OR12D3|81797	0	NaN
OR13A1|79290	0.166667	NaN
OR13C2|392376	0	NaN
OR13C3|138803	0	NaN
OR13C4|138804	0	NaN
OR13C5|138799	0	NaN
OR13C8|138802	0	NaN
OR13C9|286362	0	NaN
OR13D1|286365	0.0784999	0.32019
OR13F1|138805	0	NaN
OR13G1|441933	0	NaN
OR13H1|347468	2.72122	0.699923
OR13J1|392309	0	NaN
OR14A16|284532	0	NaN
OR14C36|127066	0	NaN
OR14I1|401994	0	NaN
OR14J1|442191	0	NaN
OR1A1|8383	0	NaN
OR1A2|26189	0	NaN
OR1B1|347169	0	NaN
OR1C1|26188	0	NaN
OR1D2|4991	0	NaN
OR1D4|8385	0	NaN
OR1E1|8387	0	NaN
OR1E2|8388	0	NaN
OR1F1|4992	39.5067	0.857164
OR1F2P|26184	0.759801	0.394401
OR1G1|8390	0	NaN
OR1I1|126370	0	NaN
OR1J1|347168	0.0833333	NaN
OR1J2|26740	0	NaN
OR1J4|26219	0	NaN
OR1K1|392392	0	NaN
OR1L1|26737	0	NaN
OR1L3|26735	0	NaN
OR1L4|254973	0	NaN
OR1L6|392390	0.345143	0.579933
OR1L8|138881	0	NaN
OR1M1|125963	0	NaN
OR1N1|138883	0	NaN
OR1N2|138882	0	NaN
OR1Q1|158131	0	NaN
OR1S1|219959	0	NaN
OR1S2|219958	0	NaN
OR2A12|346525	0	NaN
OR2A14|135941	0	NaN
OR2A1|346528	0	NaN
OR2A25|392138	0	NaN
OR2A2|442361	0	NaN
OR2A4|79541	0	NaN
OR2A5|393046	0	NaN
OR2A7|401427	0.0833333	NaN
OR2A9P|441295	0	NaN
OR2AE1|81392	0	NaN
OR2AG1|144125	0	NaN
OR2AG2|338755	0	NaN
OR2AK2|391191	0	NaN
OR2AT4|341152	0	NaN
OR2B11|127623	0	NaN
OR2B2|81697	1.6201	0.385423
OR2B3|442184	0.0833333	NaN
OR2B6|26212	6.73981	0.423715
OR2C1|4993	0	NaN
OR2C3|81472	0	NaN
OR2D2|120776	0	NaN
OR2D3|120775	0	NaN
OR2F1|26211	0	NaN
OR2F2|135948	0	NaN
OR2G2|81470	0	NaN
OR2G3|81469	0	NaN
OR2G6|391211	0	NaN
OR2H1|26716	0	NaN
OR2H2|7932	0.5	NaN
OR2J2|26707	0.0833333	NaN
OR2J3|442186	0	NaN
OR2K2|26248	0	NaN
OR2L13|284521	0	NaN
OR2L1P|26247	0	NaN
OR2L2|26246	0	NaN
OR2L3|391192	0	NaN
OR2L8|391190	0	NaN
OR2M1P|388762	0	NaN
OR2M2|391194	0	NaN
OR2M3|127062	0	NaN
OR2M4|26245	0	NaN
OR2M5|127059	0	NaN
OR2M7|391196	0	NaN
OR2S2|56656	0	NaN
OR2T10|127069	0	NaN
OR2T11|127077	0	NaN
OR2T12|127064	0	NaN
OR2T1|26696	0	NaN
OR2T27|403239	0	NaN
OR2T29|343563	0	NaN
OR2T2|401992	0	NaN
OR2T33|391195	0	NaN
OR2T34|127068	0	NaN
OR2T35|403244	0	NaN
OR2T3|343173	0	NaN
OR2T4|127074	0	NaN
OR2T5|401993	0	NaN
OR2T6|254879	0	NaN
OR2T8|343172	0	NaN
OR2V2|285659	0	NaN
OR2W1|26692	0	NaN
OR2W3|343171	0	NaN
OR2W5|441932	0	NaN
OR2Y1|134083	0	NaN
OR2Z1|284383	0	NaN
OR3A1|4994	0	NaN
OR3A2|4995	0	NaN
OR3A3|8392	0	NaN
OR3A4|390756	0	NaN
OR4A15|81328	0	NaN
OR4A16|81327	0	NaN
OR4A47|403253	0	NaN
OR4A5|81318	0	NaN
OR4B1|119765	0	NaN
OR4C11|219429	0	NaN
OR4C12|283093	0	NaN
OR4C13|283092	0	NaN
OR4C15|81309	0	NaN
OR4C16|219428	0	NaN
OR4C3|256144	0	NaN
OR4C45|403257	0	NaN
OR4C46|119749	0	NaN
OR4C6|219432	0.166667	NaN
OR4D10|390197	0	NaN
OR4D11|219986	0	NaN
OR4D1|26689	0	NaN
OR4D2|124538	0	NaN
OR4D5|219875	0	NaN
OR4D6|219983	0	NaN
OR4D9|390199	0	NaN
OR4E2|26686	0	NaN
OR4F15|390649	0	NaN
OR4F17|81099	0.0833333	NaN
OR4F21|441308	0.536102	0.300152
OR4F29|729759	0.459319	0.099291
OR4F4|26682	0	NaN
OR4F5|79501	0	NaN
OR4F6|390648	0	NaN
OR4K13|390433	0	NaN
OR4K14|122740	0	NaN
OR4K15|81127	0	NaN
OR4K17|390436	0	NaN
OR4K1|79544	0	NaN
OR4K2|390431	0	NaN
OR4K5|79317	0	NaN
OR4L1|122742	0	NaN
OR4M1|441670	0	NaN
OR4M2|390538	0	NaN
OR4N2|390429	0	NaN
OR4N3P|390539	0	NaN
OR4N4|283694	0	NaN
OR4N5|390437	0	NaN
OR4P4|81300	0	NaN
OR4Q3|441669	0	NaN
OR4S1|256148	0	NaN
OR4S2|219431	0	NaN
OR4X1|390113	0	NaN
OR4X2|119764	0	NaN
OR51A2|401667	0	NaN
OR51A4|401666	0	NaN
OR51A7|119687	0	NaN
OR51B2|79345	0	NaN
OR51B4|79339	0.166667	NaN
OR51B5|282763	1.73625	0.615782
OR51B6|390058	0.0833333	NaN
OR51D1|390038	0	NaN
OR51E1|143503	0	NaN
OR51E2|81285	0.0833333	NaN
OR51F1|256892	0	NaN
OR51F2|119694	0	NaN
OR51G1|79324	0	NaN
OR51G2|81282	0	NaN
OR51I1|390063	0	NaN
OR51I2|390064	0	NaN
OR51L1|119682	0	NaN
OR51M1|390059	0	NaN
OR51Q1|390061	0.0784999	0.32019
OR51S1|119692	0	NaN
OR51T1|401665	0	NaN
OR51V1|283111	0	NaN
OR52A1|23538	0	NaN
OR52A4|390053	0	NaN
OR52A5|390054	0	NaN
OR52B2|255725	0	NaN
OR52B4|143496	0	NaN
OR52B6|340980	0	NaN
OR52D1|390066	0	NaN
OR52E2|119678	0	NaN
OR52E4|390081	0	NaN
OR52E6|390078	0	NaN
OR52E8|390079	0	NaN
OR52H1|390067	0	NaN
OR52I1|390037	0	NaN
OR52I2|143502	0	NaN
OR52J3|119679	0	NaN
OR52K1|390036	0	NaN
OR52K2|119774	0	NaN
OR52L1|338751	0	NaN
OR52M1|119772	0	NaN
OR52N1|79473	0	NaN
OR52N2|390077	0	NaN
OR52N4|390072	0.25	NaN
OR52N5|390075	0	NaN
OR52R1|119695	0	NaN
OR52W1|120787	0.193013	0.366704
OR56A1|120796	0	NaN
OR56A3|390083	0	NaN
OR56A4|120793	0	NaN
OR56A5|390084	0	NaN
OR56B1|387748	0	NaN
OR56B4|196335	0.166667	NaN
OR5A1|219982	0	NaN
OR5A2|219981	0	NaN
OR5AC2|81050	0	NaN
OR5AK2|390181	0	NaN
OR5AN1|390195	0	NaN
OR5AP2|338675	0	NaN
OR5AR1|219493	0	NaN
OR5AS1|219447	0	NaN
OR5AU1|390445	0	NaN
OR5B12|390191	0	NaN
OR5B17|219965	0	NaN
OR5B21|219968	0.166667	NaN
OR5B2|390190	0	NaN
OR5B3|441608	0	NaN
OR5C1|392391	0	NaN
OR5D13|390142	0	NaN
OR5D14|219436	0	NaN
OR5D16|390144	0	NaN
OR5D18|219438	0	NaN
OR5E1P|26343	0	NaN
OR5F1|338674	0	NaN
OR5H14|403273	0	NaN
OR5H15|403274	0	NaN
OR5H1|26341	0	NaN
OR5H2|79310	0	NaN
OR5H6|79295	0	NaN
OR5I1|10798	0	NaN
OR5J2|282775	0	NaN
OR5K1|26339	0	NaN
OR5K2|402135	0	NaN
OR5K3|403277	0	NaN
OR5K4|403278	0	NaN
OR5L1|219437	0	NaN
OR5L2|26338	0	NaN
OR5M10|390167	0	NaN
OR5M11|219487	0	NaN
OR5M1|390168	0	NaN
OR5M3|219482	0	NaN
OR5M8|219484	0	NaN
OR5M9|390162	0	NaN
OR5P2|120065	0	NaN
OR5P3|120066	0	NaN
OR5R1|219479	0	NaN
OR5T1|390155	0	NaN
OR5T2|219464	0	NaN
OR5T3|390154	0	NaN
OR5V1|81696	0	NaN
OR5W2|390148	0	NaN
OR6A2|8590	0	NaN
OR6B1|135946	0	NaN
OR6B2|389090	0	NaN
OR6B3|150681	0	NaN
OR6C1|390321	0	NaN
OR6C2|341416	0	NaN
OR6C3|254786	0	NaN
OR6C4|341418	0	NaN
OR6C65|403282	0	NaN
OR6C68|403284	0	NaN
OR6C6|283365	0	NaN
OR6C70|390327	0	NaN
OR6C74|254783	0	NaN
OR6C75|390323	0	NaN
OR6C76|390326	0	NaN
OR6F1|343169	0	NaN
OR6K2|81448	0	NaN
OR6K3|391114	0	NaN
OR6K6|128371	0	NaN
OR6M1|390261	0	NaN
OR6N1|128372	0	NaN
OR6N2|81442	0	NaN
OR6P1|128366	0	NaN
OR6Q1|219952	0	NaN
OR6S1|341799	0	NaN
OR6T1|219874	0	NaN
OR6V1|346517	0	NaN
OR6W1P|89883	0	NaN
OR6X1|390260	0	NaN
OR6Y1|391112	0	NaN
OR7A10|390892	0	NaN
OR7A17|26333	0	NaN
OR7A5|26659	0.0833333	NaN
OR7C1|26664	0	NaN
OR7C2|26658	0	NaN
OR7D2|162998	0.345143	0.579933
OR7D4|125958	0	NaN
OR7E156P|283491	0	NaN
OR7E24|26648	0	NaN
OR7E37P|26636	0.25	NaN
OR7E5P|219445	0	NaN
OR7E91P|79315	0.0833333	NaN
OR7G1|125962	0	NaN
OR7G2|390882	0	NaN
OR7G3|390883	0	NaN
OR8A1|390275	0	NaN
OR8B12|219858	0	NaN
OR8B2|26595	0	NaN
OR8B3|390271	0	NaN
OR8B4|283162	0	NaN
OR8B8|26493	0	NaN
OR8D1|283159	1.6951	0.77222
OR8D2|283160	0	NaN
OR8D4|338662	0	NaN
OR8G2|26492	0.0833333	NaN
OR8G5|219865	0	NaN
OR8H1|219469	0	NaN
OR8H2|390151	0	NaN
OR8H3|390152	0	NaN
OR8I2|120586	0	NaN
OR8J1|219477	0	NaN
OR8J3|81168	0	NaN
OR8K1|390157	0	NaN
OR8K3|219473	0	NaN
OR8K5|219453	0	NaN
OR8S1|341568	3.52046	0.473363
OR8U1|219417	0	NaN
OR9A2|135924	0	NaN
OR9A4|130075	0	NaN
OR9G4|283189	0	NaN
OR9G9|504191	0	NaN
OR9I1|219954	0	NaN
OR9K2|441639	0	NaN
OR9Q1|219956	0	NaN
OR9Q2|219957	0	NaN
ORAI1|84876	15.4168	0.0310771
ORAI2|80228	18.4167	0.0146155
ORAI3|93129	3.03158	0.00544157
ORAOV1|220064	22.4092	0.0526665
ORC1L|4998	5.72065	0.00307085
ORC2L|4999	26.7468	0.0163116
ORC3L|23595	31.7971	0.0279421
ORC4L|5000	11.6574	0.0204041
ORC5L|5001	9.86166	0.0126535
ORC6L|23594	24.8328	0.0203742
ORM1|5004	0.0833333	NaN
ORM2|5005	0	NaN
ORMDL1|94101	28.7713	0.0210724
ORMDL2|29095	18.2133	0.0195307
ORMDL3|94103	14.2009	0.0139379
OS9|10956	14.114	0.0023498
OSBP2|23762	3.50325	0.00160008
OSBPL10|114884	8.196	0.00319684
OSBPL11|114885	16.7186	0.0224898
OSBPL1A|114876	14.6478	0.01208
OSBPL2|9885	11.6787	0.00829642
OSBPL3|26031	12.5799	0.017221
OSBPL5|114879	4.80894	0.00614122
OSBPL6|114880	15.779	0.0757287
OSBPL7|114881	12.234	0.0183537
OSBPL8|114882	15.9695	0.00678046
OSBPL9|114883	4.96511	0.0016671
OSBP|5007	13.7722	0.0037813
OSCAR|126014	1.62436	0.208491
OSCP1|127700	6.97302	0.0964371
OSGEPL1|64172	5.83674	0.012629
OSGEP|55644	6.76952	0.0145941
OSGIN1|29948	2.04231	0.0177014
OSGIN2|734	10.1129	0.0101152
OSMR|9180	2.87137	0.000525808
OSM|5008	0.329299	0.0859945
OSR1|130497	0.75	NaN
OSR2|116039	9.08301	0.0848882
OST4|100128731	53.7741	0.0311219
OSTBETA|123264	0	NaN
OSTCL|202459	1.37056	0.370032
OSTC|58505	12.8137	0.00565753
OSTF1|26578	6.51229	0.0121156
OSTM1|28962	7.24715	0.0106095
OSTN|344901	0	NaN
OSTalpha|200931	133.845	0.974517
OTC|5009	0	NaN
OTOA|146183	0.0833333	NaN
OTOF|9381	1.03384	0.17134
OTOL1|131149	0	NaN
OTOP1|133060	0	NaN
OTOP2|92736	0.0833333	NaN
OTOP3|347741	0	NaN
OTOR|56914	0	NaN
OTOS|150677	0.0833333	NaN
OTP|23440	0.417206	0.500323
OTUB1|55611	19.0893	0.00678791
OTUB2|78990	8.20195	0.124362
OTUD1|220213	2.06213	0.00398687
OTUD3|23252	3.84601	0.00350456
OTUD4|54726	5.86276	0.00422786
OTUD5|55593	16.2629	0.00528973
OTUD6A|139562	0	NaN
OTUD6B|51633	6.90185	0.00961615
OTUD7A|161725	0.550472	0.00656232
OTUD7B|56957	9.88518	0.0080901
OTX1|5013	13.6477	0.0731856
OTX2|5015	0	NaN
OVCA2|124641	15.6191	0.0247908
OVCH1|341350	1.93473	0.481509
OVCH2|341277	0	NaN
OVGP1|5016	1.95892	0.0281351
OVOL1|5017	1.82434	0.522583
OVOL2|58495	0.193013	0.366704
OXA1L|5018	14.5704	0.00308434
OXCT1|5019	5.19646	0.000842164
OXCT2|64064	4.64264	0.0947942
OXER1|165140	0.0833333	NaN
OXGR1|27199	0.0833333	NaN
OXNAD1|92106	20.1743	0.0421903
OXR1|55074	8.00426	0.00612179
OXSM|54995	8.62907	0.0181966
OXSR1|9943	9.6635	0.00312104
OXTR|5021	41.7353	0.268708
OXT|5020	0	NaN
P2RX1|5023	1.10917	0.145768
P2RX2|22953	2.16667	NaN
P2RX3|5024	0.479249	0.200028
P2RX4|5025	8.48253	0.0541787
P2RX5|5026	12.2284	0.0170713
P2RX6P|440799	0	NaN
P2RX6|9127	1.72984	0.0602104
P2RX7|5027	4.80271	0.815949
P2RY10|27334	0.0784999	0.32019
P2RY11|5032	3.25946	0.0162087
P2RY12|64805	0	NaN
P2RY13|53829	0	NaN
P2RY14|9934	0	NaN
P2RY1|5028	0	NaN
P2RY2|5029	5.6148	0.154757
P2RY4|5030	1.1884	0.48737
P2RY6|5031	0.453539	0.00775897
P2RY8|286530	0	NaN
P4HA1|5033	4.23026	0.0012017
P4HA2|8974	3.7523	0.000977713
P4HA3|283208	1.68474	0.00224378
P4HB|5034	14.3083	0.000519355
P4HTM|54681	6.31274	0.00710911
P704P|641455	1.37862	0.0299405
PA2G4P4|647033	2.9741	0.00246563
PA2G4|5036	11.4211	0.00163017
PAAF1|80227	8.87276	0.00831206
PABPC1L2A|340529	0	NaN
PABPC1L2B|645974	0	NaN
PABPC1L|80336	8.5994	0.0136459
PABPC1P2|728773	1.87723	0.517538
PABPC1|26986	13.0661	0.000299357
PABPC3|5042	1.20139	0.000181232
PABPC4L|132430	5.92753	0.0193177
PABPC4|8761	5.05093	0.000620478
PABPC5|140886	0.21026	0.23977
PABPN1L|390748	0	NaN
PABPN1|8106	23.5402	0.0070162
PACRGL|133015	9.43375	0.0411474
PACRG|135138	0.0833333	NaN
PACS1|55690	42.3358	0.00800917
PACS2|23241	29.8861	0.0260698
PACSIN1|29993	4.29563	0.569287
PACSIN2|11252	37.1706	0.0300408
PACSIN3|29763	20.8391	0.0101567
PADI1|29943	2.46044	0.0409774
PADI2|11240	108145	0.999991
PADI3|51702	2.42456	0.0121832
PADI4|23569	0.943571	0.465523
PADI6|353238	0	NaN
PAEP|5047	1.02656	0.277958
PAF1|54623	20.1711	0.0121318
PAFAH1B1|5048	30.1909	0.00983757
PAFAH1B2|5049	43.1203	0.0391396
PAFAH1B3|5050	31.9915	0.0408363
PAFAH2|5051	12.4959	0.0506598
PAG1|55824	3.93943	0.00405177
PAGE1|8712	0.868352	0.181473
PAGE2B|389860	0.252608	0.302184
PAGE2|203569	0	NaN
PAGE3|139793	0	NaN
PAGE4|9506	0	NaN
PAGE5|90737	0.104753	0.173216
PAH|5053	0	NaN
PAICS|10606	9.10602	0.000660445
PAIP1|10605	14.0758	0.00514375
PAIP2B|400961	3.57229	0.0280754
PAIP2|51247	23.8576	0.00707182
PAK1IP1|55003	5.82355	0.00834331
PAK1|5058	12.2639	0.00753997
PAK2|5062	24.6707	0.00807484
PAK3|5063	0.5	NaN
PAK4|10298	21.8774	0.0184795
PAK6|56924	4.79218	0.409278
PAK7|57144	0	NaN
PALB2|79728	27.5656	0.0365438
PALLD|23022	16.4993	0.00424693
PALM2-AKAP2|445815	7.95261	0.00751225
PALM2|114299	13.168	0.0566973
PALM3|342979	1.59043	0.0180034
PALMD|54873	5.40167	0.0131379
PALM|5064	1.8293	0.000849261
PAMR1|25891	1.12484	0.341741
PAM|5066	4.4604	0.00058999
PAN2|9924	2.46706	0.00226256
PAN3|255967	19.9177	0.0270682
PANK1|53354	39.6862	0.0949955
PANK2|80025	14.1871	0.0256384
PANK3|79646	17.3529	0.0104106
PANK4|55229	19.1475	0.0191462
PANX1|24145	10.4132	0.0152539
PANX2|56666	4.63099	0.0191194
PANX3|116337	0.166667	NaN
PAOX|196743	1.28962	0.132864
PAPD4|167153	16.5052	0.0185886
PAPD5|64282	22.3141	0.0359144
PAPD7|11044	9.41488	0.00305125
PAPLN|89932	9.74211	0.0351183
PAPL|390928	0	NaN
PAPOLA|10914	19.4928	0.00320281
PAPOLB|56903	1.5	NaN
PAPOLG|64895	26.6202	0.0489683
PAPPA2|60676	1.57264	0.0504765
PAPPA|5069	7.54937	0.0165478
PAPSS1|9061	7.38072	0.00519935
PAPSS2|9060	7.23172	0.00435279
PAQR3|152559	8.36459	0.0162147
PAQR4|124222	29.1659	0.0178676
PAQR5|54852	1.49896	0.00157523
PAQR6|79957	2.06586	0.0160894
PAQR7|164091	6.0961	0.00905121
PAQR8|85315	2.62209	0.0139444
PAQR9|344838	5.04422	0.404804
PAR-SN|347746	10.4934	0.113964
PAR1|145624	7.69099	0.852251
PAR4|347745	0.0833333	NaN
PAR5|8123	13.0472	0.099561
PARD3B|117583	8.2956	0.0869752
PARD3|56288	34.1213	0.0323158
PARD6A|50855	13.4322	0.243783
PARD6B|84612	24.5674	0.181108
PARD6G|84552	7.70267	0.0383308
PARG|8505	29.146	0.0450958
PARK2|5071	0.330868	0.0584139
PARK7|11315	7.84524	0.00137835
PARL|55486	12.355	0.0101331
PARM1|25849	0.449097	0.0863798
PARN|5073	24.4973	0.0221245
PARP10|84875	1.3759	0.00667504
PARP11|57097	0	NaN
PARP12|64761	3.60655	0.0075937
PARP14|54625	2.31358	0.00240752
PARP15|165631	0	NaN
PARP16|54956	6.01499	0.0123592
PARP1|142	12.4177	0.00120004
PARP2|10038	32.2418	0.0213053
PARP3|10039	7.60937	0.0179209
PARP4|143	14.572	0.00604274
PARP6|56965	10.7178	0.0139545
PARP8|79668	5.32754	0.0149164
PARP9|83666	2.62943	0.00699851
PARS2|25973	4.92665	0.0227636
PART1|25859	0.112983	0.184317
PARVA|55742	9.34122	0.0148961
PARVB|29780	16.1457	0.012628
PARVG|64098	1.34553	0.801452
PASD1|139135	0	NaN
PASK|23178	26.0667	0.0430628
PATE1|160065	0	NaN
PATE2|399967	0.0833333	NaN
PATE3|100169851	0	NaN
PATE4|399968	0.0784999	0.32019
PATL1|219988	25.3436	0.0129479
PATL2|197135	0.450876	0.375456
PATZ1|23598	24.7258	0.0234411
PAWR|5074	20.0412	0.0254182
PAX1|5075	0	NaN
PAX2|5076	3.01128	0.735425
PAX3|5077	0	NaN
PAX4|5078	0	NaN
PAX5|5079	0	NaN
PAX6|5080	6.82379	0.0151699
PAX7|5081	0	NaN
PAX8|7849	3.69467	0.143327
PAX9|5083	9.21059	0.101725
PAXIP1|22976	29.887	0.033065
PBK|55872	9.8162	0.00427089
PBLD|64081	20.5227	0.286273
PBOV1|59351	0.779118	0.483188
PBRM1|55193	19.9967	0.0119371
PBX1|5087	10.8562	0.00512805
PBX2|5089	11.6493	0.00938211
PBX3|5090	7.9381	0.0242616
PBX4|80714	227.101	0.862351
PBXIP1|57326	5.58477	0.00566262
PCA3|50652	0.0833333	NaN
PCBD1|5092	14.0975	0.0159037
PCBD2|84105	17.5531	0.0390529
PCBP1|5093	10.4981	0.000817018
PCBP2|5094	28.9139	0.00157815
PCBP3|54039	1.13217	0.511021
PCBP4|57060	14.9564	0.0290911
PCCA|5095	11.1645	0.0154047
PCCB|5096	19.6071	0.00954258
PCDH10|57575	0	NaN
PCDH11X|27328	0.345143	0.579933
PCDH11Y|83259	0	NaN
PCDH12|51294	4.00464	0.322401
PCDH15|65217	3.04911	0.477734
PCDH17|27253	11.3422	0.0153721
PCDH18|54510	0	NaN
PCDH19|57526	3.66962	0.656898
PCDH1|5097	2.85203	0.0611997
PCDH20|64881	0.0784999	0.32019
PCDH7|5099	6.55019	0.00500218
PCDH8|5100	0	NaN
PCDH9|5101	2.26662	0.0487272
PCDHA10|56139	0.803712	0.149193
PCDHA11|56138	0.320125	0.0574717
PCDHA12|56137	0.09232	0.00899894
PCDHA13|56136	0.0932519	0.0397959
PCDHA1|56147	0.1946	0.127361
PCDHA2|56146	0.0496994	0.165831
PCDHA3|56145	0.0785329	0.0861232
PCDHA4|56144	0.0881585	0.116793
PCDHA5|56143	0.25442	0.169115
PCDHA6|56142	0.217279	0.126525
PCDHA7|56141	0.527085	0.36508
PCDHA8|56140	0.3621	0.3256
PCDHA9|9752	0	NaN
PCDHAC1|56135	0.150174	0.130566
PCDHAC2|56134	0.187653	0.00129397
PCDHB10|56126	4.90026	0.190423
PCDHB11|56125	12.5962	0.416227
PCDHB12|56124	10.503	0.232523
PCDHB13|56123	6.3239	0.0605696
PCDHB14|56122	7.83264	0.0896019
PCDHB15|56121	5.2863	0.0628426
PCDHB16|57717	3.57403	0.0373303
PCDHB17|54661	0.360686	0.28237
PCDHB18|54660	4.04421	0.36074
PCDHB19P|84054	0.674134	0.224153
PCDHB1|29930	0	NaN
PCDHB2|56133	1.9891	0.0182365
PCDHB3|56132	5.75573	0.406122
PCDHB4|56131	1.81209	0.363964
